|6.6.6
dunite_stx11_1.tab                                                                                  
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           3
rho,kg/m3      vp,km/s        vs,km/s       
  3442.04        8.47756        4.61002     
  3445.71        8.48925        4.61371     
  3449.36        8.50082        4.61733     
  3453.01        8.51240        4.62098     
  3456.64        8.52392        4.62461     
  3460.25        8.53535        4.62818     
  3463.86        8.54675        4.63174     
  3467.44        8.55807        4.63530     
  3471.02        8.56936        4.63882     
  3474.64        8.58078        4.64244     
  3478.21        8.59204        4.64597     
  3481.81        8.60335        4.64954     
  3485.35        8.61446        4.65302     
  3488.94        8.62572        4.65657     
  3492.67        8.63736        4.66034     
  3496.06        8.64799        4.66359     
  3499.85        8.65974        4.66744     
  3503.49        8.67105        4.67107     
  3506.89        8.68170        4.67436     
  3510.70        8.69336        4.67815     
  3514.22        8.70433        4.68168     
  3647.26        9.30162        5.09439     
  3687.57        9.48459        5.21605     
  3691.21        9.49553        5.21933     
  3694.50        9.50585        5.22257     
  3698.49        9.51727        5.22585     
  3701.57        9.52718        5.22905     
  3705.42        9.53828        5.23226     
  3116.89        6.59382        3.17366     
  3127.94        7.40672        4.25870     
  3135.42        7.44237        4.27165     
  3140.79        7.46254        4.27817     
  3146.12        7.48223        4.28457     
  3151.39        7.50119        4.29078     
  3156.63        7.52000        4.29695     
  3161.81        7.53928        4.30325     
  3166.96        7.55780        4.30934     
  3172.06        7.57588        4.31529     
  3177.12        7.59373        4.32118     
  3182.15        7.61184        4.32716     
  3187.13        7.62931        4.33292     
  3192.08        7.64663        4.33865     
  3197.00        7.66376        4.34431     
  3201.88        7.68080        4.34995     
  3206.73        7.69750        4.35547     
  3211.54        7.71420        4.36099     
  3216.33        7.73051        4.36637     
  3221.08        7.74680        4.37174     
  3225.80        7.76305        4.37711     
  3230.50        7.77891        4.38232     
  3235.15        7.79494        4.38762     
  3239.80        7.81041        4.39269     
  3244.40        7.82605        4.39783     
  3248.97        7.84164        4.40297     
  3253.53        7.85681        4.40793     
  3258.05        7.87217        4.41298     
  3262.55        7.88709        4.41784     
  3267.03        7.90208        4.42274     
  3271.47        7.91709        4.42767     
  3275.90        7.93171        4.43242     
  3280.30        7.94636        4.43719     
  3284.67        7.96083        4.44187     
  3289.02        7.97536        4.44662     
  3293.34        7.98975        4.45130     
  3297.65        8.00397        4.45590     
  3301.94        8.01810        4.46047     
  3306.19        8.03217        4.46502     
  3310.51        8.04666        4.46968     
  3314.79        8.06100        4.47430     
  3319.07        8.07545        4.47895     
  3323.26        8.08921        4.48339     
  3327.44        8.10300        4.48782     
  3331.63        8.11700        4.49234     
  3335.79        8.13081        4.49678     
  3339.93        8.14449        4.50117     
  3344.07        8.15820        4.50556     
  3348.16        8.17160        4.50986     
  3352.21        8.18487        4.51411     
  3356.24        8.19804        4.51835     
  3360.27        8.21117        4.52254     
  3364.28        8.22429        4.52673     
  3368.26        8.23721        4.53087     
  3372.25        8.25023        4.53499     
  3376.20        8.26303        4.53908     
  3380.13        8.27577        4.54312     
  3384.04        8.28842        4.54715     
  3387.92        8.30101        4.55120     
  3391.82        8.31356        4.55515     
  3395.66        8.32599        4.55914     
  3399.52        8.33836        4.56303     
  3403.35        8.35071        4.56693     
  3407.14        8.36292        4.57084     
  3410.96        8.37515        4.57467     
  3414.72        8.38722        4.57852     
  3418.50        8.39932        4.58232     
  3422.24        8.41132        4.58611     
  3425.98        8.42325        4.58986     
  3429.70        8.43511        4.59359     
  3433.40        8.44695        4.59736     
  3437.13        8.45883        4.60108     
  3440.79        8.47051        4.60476     
  3444.46        8.48217        4.60844     
  3448.11        8.49373        4.61202     
  3451.76        8.50532        4.61567     
  3455.40        8.51688        4.61931     
  3459.01        8.52830        4.62288     
  3462.63        8.53981        4.62654     
  3466.24        8.55119        4.63009     
  3469.84        8.56258        4.63367     
  3473.45        8.57395        4.63727     
  3477.01        8.58516        4.64075     
  3480.61        8.59649        4.64435     
  3484.13        8.60757        4.64779     
  3487.76        8.61893        4.65140     
  3491.49        8.63058        4.65517     
  3494.91        8.64132        4.65847     
  3498.67        8.65301        4.66230     
  3502.19        8.66400        4.66575     
  3505.70        8.67493        4.66917     
  3509.34        8.68621        4.67280     
  3513.03        8.69760        4.67651     
  3563.31        8.90975        4.81685     
  3686.19        9.47758        5.21067     
  3689.66        9.48828        5.21398     
  3693.46        9.49941        5.21722     
  3696.79        9.50983        5.22052     
  3700.74        9.52111        5.22376     
  3704.24        9.53163        5.22694     
  3114.72        6.58268        3.16828     
  3126.52        7.40157        4.25425     
  3133.33        7.43154        4.26492     
  3138.73        7.45189        4.27149     
  3144.07        7.47134        4.27785     
  3149.37        7.49116        4.28429     
  3154.63        7.51014        4.29052     
  3159.83        7.52909        4.29673     
  3164.99        7.54778        4.30288     
  3170.12        7.56609        4.30891     
  3175.20        7.58385        4.31478     
  3180.24        7.60206        4.32079     
  3185.24        7.61949        4.32656     
  3190.21        7.63697        4.33234     
  3195.14        7.65417        4.33803     
  3200.04        7.67128        4.34369     
  3204.90        7.68811        4.34926     
  3209.74        7.70471        4.35474     
  3214.53        7.72121        4.36020     
  3219.30        7.73755        4.36560     
  3224.04        7.75378        4.37095     
  3228.74        7.76980        4.37624     
  3233.42        7.78571        4.38148     
  3238.07        7.80141        4.38665     
  3242.69        7.81711        4.39182     
  3247.28        7.83264        4.39693     
  3251.85        7.84797        4.40195     
  3256.38        7.86323        4.40696     
  3260.90        7.87835        4.41191     
  3265.38        7.89340        4.41683     
  3269.84        7.90835        4.42173     
  3274.27        7.92313        4.42655     
  3278.68        7.93782        4.43134     
  3283.07        7.95239        4.43607     
  3287.43        7.96689        4.44079     
  3291.77        7.98128        4.44546     
  3296.08        7.99565        4.45015     
  3300.38        8.00980        4.45472     
  3304.65        8.02389        4.45928     
  3308.96        8.03834        4.46393     
  3313.23        8.05264        4.46855     
  3317.50        8.06687        4.47312     
  3321.75        8.08104        4.47768     
  3325.93        8.09485        4.48214     
  3330.14        8.10891        4.48666     
  3334.31        8.12274        4.49111     
  3338.46        8.13649        4.49552     
  3342.58        8.15007        4.49989     
  3346.68        8.16356        4.50422     
  3350.76        8.17698        4.50852     
  3354.80        8.19017        4.51277     
  3358.83        8.20333        4.51697     
  3362.86        8.21650        4.52117     
  3366.87        8.22957        4.52534     
  3370.85        8.24252        4.52948     
  3374.80        8.25536        4.53357     
  3378.74        8.26813        4.53764     
  3382.66        8.28082        4.54167     
  3386.57        8.29348        4.54571     
  3390.46        8.30603        4.54969     
  3394.33        8.31852        4.55366     
  3398.18        8.33092        4.55760     
  3402.02        8.34329        4.56152     
  3405.83        8.35556        4.56541     
  3409.63        8.36778        4.56928     
  3413.43        8.37994        4.57312     
  3417.20        8.39204        4.57695     
  3420.96        8.40406        4.58074     
  3424.69        8.41599        4.58451     
  3428.42        8.42791        4.58826     
  3432.15        8.43982        4.59202     
  3435.86        8.45166        4.59576     
  3439.52        8.46333        4.59942     
  3443.19        8.47501        4.60309     
  3446.86        8.48666        4.60674     
  3450.51        8.49826        4.61039     
  3454.17        8.50988        4.61405     
  3457.78        8.52132        4.61764     
  3461.41        8.53284        4.62128     
  3465.02        8.54426        4.62485     
  3468.63        8.55567        4.62844     
  3472.22        8.56699        4.63199     
  3475.82        8.57832        4.63555     
  3479.37        8.58952        4.63908     
  3482.95        8.60077        4.64261     
  3486.57        8.61212        4.64620     
  3490.29        8.62378        4.65000     
  3493.72        8.63452        4.65328     
  3497.42        8.64605        4.65700     
  3500.97        8.65713        4.66051     
  3504.63        8.66849        4.66416     
  3508.17        8.67953        4.66766     
  3511.94        8.69113        4.67148     
  3539.78        8.80618        4.74572     
  3684.86        9.47064        5.20529     
  3688.25        9.48122        5.20859     
  3692.58        9.49323        5.21190     
  3696.08        9.50389        5.21517     
  3699.54        9.51443        5.21843     
  3703.06        9.52504        5.22166     
  3112.60        6.57192        3.16304     
  3125.06        7.39507        4.24942     
  3131.23        7.42065        4.25816     
  3136.65        7.44079        4.26470     
  3142.02        7.46101        4.27125     
  3147.34        7.48060        4.27765     
  3152.61        7.49982        4.28394     
  3157.84        7.51886        4.29019     
  3163.02        7.53773        4.29640     
  3168.16        7.55600        4.30243     
  3173.26        7.57397        4.30837     
  3178.32        7.59214        4.31438     
  3183.34        7.60982        4.32022     
  3188.33        7.62738        4.32604     
  3193.27        7.64466        4.33176     
  3198.19        7.66179        4.33744     
  3203.07        7.67870        4.34304     
  3207.91        7.69545        4.34859     
  3212.73        7.71191        4.35403     
  3217.51        7.72842        4.35949     
  3222.26        7.74463        4.36484     
  3226.98        7.76072        4.37016     
  3231.67        7.77677        4.37547     
  3236.34        7.79250        4.38064     
  3240.97        7.80813        4.38578     
  3245.57        7.82384        4.39097     
  3250.15        7.83913        4.39597     
  3254.70        7.85457        4.40106     
  3259.23        7.86960        4.40597     
  3263.73        7.88470        4.41092     
  3268.19        7.89972        4.41584     
  3272.64        7.91453        4.42067     
  3277.06        7.92941        4.42555     
  3281.46        7.94392        4.43026     
  3285.83        7.95851        4.43502     
  3290.19        7.97286        4.43966     
  3294.52        7.98719        4.44431     
  3298.82        8.00140        4.44891     
  3303.10        8.01561        4.45353     
  3307.40        8.02994        4.45816     
  3311.69        8.04430        4.46278     
  3315.89        8.05838        4.46740     
  3320.20        8.07276        4.47197     
  3324.46        8.08699        4.47654     
  3328.61        8.10067        4.48098     
  3332.81        8.11463        4.48545     
  3336.97        8.12838        4.48986     
  3341.10        8.14200        4.49423     
  3345.21        8.15557        4.49860     
  3349.31        8.16903        4.50291     
  3353.38        8.18240        4.50720     
  3357.41        8.19556        4.51142     
  3361.43        8.20865        4.51561     
  3365.44        8.22178        4.51980     
  3369.44        8.23482        4.52397     
  3373.40        8.24767        4.52806     
  3377.35        8.26049        4.53215     
  3381.28        8.27319        4.53619     
  3385.19        8.28589        4.54024     
  3389.09        8.29848        4.54424     
  3392.94        8.31095        4.54824     
  3396.83        8.32343        4.55216     
  3400.67        8.33582        4.55609     
  3404.49        8.34814        4.56001     
  3408.31        8.36040        4.56388     
  3412.09        8.37255        4.56775     
  3415.89        8.38471        4.57157     
  3419.65        8.39676        4.57538     
  3423.39        8.40874        4.57916     
  3427.13        8.42069        4.58293     
  3430.85        8.43260        4.58671     
  3434.57        8.44446        4.59044     
  3438.26        8.45623        4.59415     
  3441.94        8.46792        4.59780     
  3445.61        8.47958        4.60147     
  3449.29        8.49128        4.60517     
  3452.93        8.50284        4.60878     
  3456.56        8.51439        4.61245     
  3460.19        8.52588        4.61604     
  3463.80        8.53730        4.61961     
  3467.44        8.54880        4.62324     
  3471.02        8.56012        4.62679     
  3474.64        8.57150        4.63037     
  3478.22        8.58279        4.63392     
  3481.77        8.59398        4.63743     
  3485.47        8.60556        4.64114     
  3488.97        8.61657        4.64458     
  3492.60        8.62791        4.64818     
  3496.42        8.63978        4.65208     
  3499.89        8.65066        4.65548     
  3503.58        8.66214        4.65920     
  3507.25        8.67351        4.66288     
  3510.91        8.68483        4.66653     
  3514.55        8.69608        4.67018     
  3683.49        9.46362        5.19989     
  3687.07        9.47453        5.20322     
  3691.26        9.48633        5.20654     
  3693.75        9.49530        5.20968     
  3698.29        9.50766        5.21308     
  3701.86        9.51838        5.21634     
  3111.48        6.57009        3.16133     
  3123.46        7.38781        4.24422     
  3129.12        7.40989        4.25143     
  3134.56        7.43021        4.25802     
  3139.96        7.45064        4.26463     
  3145.30        7.47031        4.27106     
  3150.59        7.48963        4.27739     
  3155.84        7.50871        4.28367     
  3161.04        7.52750        4.28986     
  3166.20        7.54587        4.29593     
  3171.32        7.56396        4.30191     
  3176.39        7.58227        4.30797     
  3181.43        7.60029        4.31393     
  3186.43        7.61776        4.31973     
  3191.40        7.63505        4.32545     
  3196.33        7.65228        4.33117     
  3201.22        7.66933        4.33683     
  3206.08        7.68615        4.34240     
  3210.92        7.70269        4.34788     
  3215.71        7.71913        4.35332     
  3220.48        7.73545        4.35872     
  3225.21        7.75172        4.36411     
  3229.92        7.76756        4.36933     
  3234.59        7.78354        4.37461     
  3239.24        7.79922        4.37977     
  3243.86        7.81493        4.38496     
  3248.45        7.83037        4.39003     
  3253.02        7.84559        4.39502     
  3257.55        7.86099        4.40009     
  3262.06        7.87611        4.40505     
  3266.55        7.89109        4.40995     
  3271.01        7.90596        4.41481     
  3275.44        7.92081        4.41967     
  3279.85        7.93547        4.42445     
  3284.23        7.95011        4.42923     
  3288.59        7.96455        4.43393     
  3292.93        7.97890        4.43858     
  3297.25        7.99314        4.44319     
  3301.54        8.00732        4.44778     
  3305.81        8.02139        4.45233     
  3310.13        8.03588        4.45699     
  3314.41        8.05019        4.46161     
  3318.68        8.06446        4.46620     
  3322.90        8.07847        4.47072     
  3327.12        8.09253        4.47526     
  3331.31        8.10647        4.47975     
  3335.46        8.12020        4.48419     
  3339.63        8.13399        4.48859     
  3343.74        8.14755        4.49295     
  3347.83        8.16102        4.49730     
  3351.92        8.17441        4.50157     
  3355.96        8.18765        4.50582     
  3360.00        8.20083        4.51004     
  3364.03        8.21408        4.51428     
  3368.01        8.22696        4.51840     
  3372.00        8.23997        4.52255     
  3375.94        8.25272        4.52663     
  3379.89        8.26562        4.53075     
  3383.81        8.27829        4.53476     
  3387.71        8.29092        4.53879     
  3391.60        8.30346        4.54276     
  3395.46        8.31595        4.54677     
  3399.31        8.32836        4.55069     
  3403.15        8.34070        4.55459     
  3406.97        8.35298        4.55848     
  3410.79        8.36522        4.56234     
  3414.58        8.37738        4.56619     
  3418.33        8.38945        4.57003     
  3422.09        8.40146        4.57380     
  3425.84        8.41344        4.57759     
  3429.59        8.42543        4.58136     
  3433.30        8.43728        4.58511     
  3436.99        8.44906        4.58882     
  3440.69        8.46081        4.59250     
  3444.35        8.47249        4.59619     
  3448.03        8.48422        4.59990     
  3451.71        8.49589        4.60359     
  3455.34        8.50741        4.60720     
  3458.96        8.51887        4.61078     
  3462.59        8.53038        4.61440     
  3466.22        8.54185        4.61802     
  3469.82        8.55322        4.62157     
  3473.40        8.56453        4.62513     
  3476.98        8.57583        4.62868     
  3480.61        8.58725        4.63229     
  3484.27        8.59872        4.63596     
  3487.81        8.60984        4.63942     
  3491.40        8.62111        4.64302     
  3495.24        8.63306        4.64695     
  3498.86        8.64436        4.65057     
  3502.43        8.65549        4.65409     
  3505.97        8.66648        4.65752     
  3509.63        8.67784        4.66123     
  3513.41        8.68947        4.66506     
  3637.77        9.23268        5.03120     
  3685.34        9.46528        5.19586     
  3689.78        9.47916        5.20117     
  3693.59        9.49035        5.20448     
  3697.14        9.50106        5.20775     
  3700.67        9.51171        5.21101     
  3109.86        6.56413        3.15802     
  3121.47        7.37778        4.23784     
  3127.00        7.39900        4.24465     
  3132.47        7.41960        4.25131     
  3137.89        7.43992        4.25791     
  3143.25        7.45957        4.26434     
  3148.56        7.47918        4.27077     
  3153.83        7.49838        4.27708     
  3159.05        7.51742        4.28335     
  3164.23        7.53588        4.28946     
  3169.37        7.55402        4.29547     
  3174.46        7.57258        4.30160     
  3179.52        7.59037        4.30750     
  3184.53        7.60812        4.31340     
  3189.51        7.62550        4.31917     
  3194.46        7.64275        4.32489     
  3199.37        7.65987        4.33058     
  3204.25        7.67672        4.33616     
  3209.09        7.69346        4.34172     
  3213.91        7.70994        4.34718     
  3218.69        7.72636        4.35263     
  3223.43        7.74257        4.35799     
  3228.15        7.75867        4.36332     
  3232.84        7.77460        4.36858     
  3237.51        7.79031        4.37376     
  3242.14        7.80604        4.37895     
  3246.74        7.82157        4.38407     
  3251.31        7.83702        4.38915     
  3255.86        7.85232        4.39419     
  3260.39        7.86738        4.39911     
  3264.89        7.88246        4.40406     
  3269.36        7.89737        4.40894     
  3273.80        7.91228        4.41382     
  3278.23        7.92689        4.41857     
  3282.62        7.94158        4.42337     
  3287.00        7.95607        4.42809     
  3291.35        7.97047        4.43276     
  3295.68        7.98477        4.43740     
  3300.00        7.99871        4.44183     
  3304.26        8.01310        4.44657     
  3308.57        8.02746        4.45120     
  3312.86        8.04183        4.45585     
  3317.12        8.05609        4.46045     
  3321.37        8.07021        4.46500     
  3325.59        8.08426        4.46954     
  3329.78        8.09822        4.47405     
  3333.96        8.11207        4.47850     
  3338.10        8.12571        4.48288     
  3342.27        8.13951        4.48730     
  3346.36        8.15301        4.49166     
  3350.43        8.16633        4.49594     
  3354.51        8.17975        4.50023     
  3358.56        8.19301        4.50446     
  3362.58        8.20609        4.50867     
  3366.59        8.21919        4.51286     
  3370.57        8.23214        4.51701     
  3374.53        8.24500        4.52112     
  3378.50        8.25796        4.52524     
  3382.42        8.27060        4.52927     
  3386.34        8.28333        4.53331     
  3390.22        8.29590        4.53733     
  3394.10        8.30842        4.54132     
  3397.97        8.32088        4.54525     
  3401.81        8.33327        4.54919     
  3405.64        8.34557        4.55308     
  3409.44        8.35779        4.55696     
  3413.24        8.36998        4.56080     
  3417.02        8.38211        4.56464     
  3420.81        8.39423        4.56845     
  3424.54        8.40618        4.57223     
  3428.27        8.41814        4.57602     
  3432.02        8.43007        4.57978     
  3435.71        8.44187        4.58349     
  3439.41        8.45366        4.58722     
  3443.09        8.46539        4.59090     
  3446.78        8.47715        4.59462     
  3450.47        8.48884        4.59830     
  3454.09        8.50034        4.60189     
  3457.74        8.51192        4.60555     
  3461.36        8.52340        4.60915     
  3464.99        8.53490        4.61279     
  3468.60        8.54631        4.61637     
  3472.21        8.55767        4.61993     
  3475.84        8.56914        4.62356     
  3479.42        8.58041        4.62710     
  3483.01        8.59170        4.63064     
  3486.68        8.60321        4.63435     
  3490.29        8.61453        4.63794     
  3494.04        8.62623        4.64174     
  3497.88        8.63812        4.64563     
  3501.29        8.64885        4.64897     
  3504.99        8.66033        4.65269     
  3508.47        8.67117        4.65608     
  3512.34        8.68307        4.66006     
  3565.85        8.91027        4.81080     
  3682.06        9.43275        5.16377     
  3688.25        9.47202        5.19586     
  3692.23        9.48338        5.19911     
  3695.33        9.49344        5.20240     
  3699.47        9.50503        5.20568     
  3108.42        6.55996        3.15542     
  3119.31        7.36655        4.23096     
  3124.86        7.38759        4.23773     
  3130.36        7.40860        4.24450     
  3135.79        7.42842        4.25099     
  3141.18        7.44885        4.25763     
  3146.52        7.46877        4.26415     
  3151.81        7.48829        4.27056     
  3157.05        7.50734        4.27684     
  3162.25        7.52606        4.28303     
  3167.40        7.54409        4.28901     
  3172.51        7.56272        4.29518     
  3177.59        7.58057        4.30111     
  3182.62        7.59831        4.30700     
  3187.62        7.61586        4.31283     
  3192.59        7.63318        4.31859     
  3197.51        7.65030        4.32428     
  3202.41        7.66724        4.32991     
  3207.27        7.68403        4.33548     
  3212.10        7.70058        4.34098     
  3216.89        7.71713        4.34647     
  3221.65        7.73340        4.35186     
  3226.39        7.74949        4.35719     
  3231.09        7.76551        4.36248     
  3235.76        7.78139        4.36774     
  3240.41        7.79707        4.37291     
  3245.02        7.81273        4.37808     
  3249.62        7.82815        4.38315     
  3254.18        7.84349        4.38820     
  3258.72        7.85856        4.39313     
  3263.23        7.87366        4.39808     
  3267.72        7.88862        4.40298     
  3272.17        7.90351        4.40785     
  3276.60        7.91841        4.41274     
  3281.02        7.93297        4.41747     
  3285.40        7.94760        4.42225     
  3289.76        7.96200        4.42692     
  3294.10        7.97639        4.43161     
  3298.41        7.99065        4.43623     
  3302.71        8.00480        4.44081     
  3306.98        8.01887        4.44536     
  3311.29        8.03338        4.45004     
  3315.56        8.04767        4.45467     
  3319.83        8.06189        4.45924     
  3324.04        8.07594        4.46380     
  3328.25        8.08993        4.46832     
  3332.44        8.10386        4.47279     
  3336.62        8.11770        4.47724     
  3340.77        8.13141        4.48165     
  3344.90        8.14502        4.48601     
  3348.97        8.15837        4.49031     
  3353.07        8.17186        4.49462     
  3357.12        8.18509        4.49887     
  3361.15        8.19827        4.50310     
  3365.19        8.21158        4.50736     
  3369.18        8.22455        4.51151     
  3373.12        8.23729        4.51559     
  3377.10        8.25027        4.51972     
  3381.03        8.26300        4.52377     
  3384.96        8.27571        4.52781     
  3388.86        8.28831        4.53181     
  3392.74        8.30089        4.53585     
  3396.61        8.31335        4.53977     
  3400.47        8.32581        4.54374     
  3404.31        8.33815        4.54764     
  3408.13        8.35042        4.55153     
  3411.92        8.36262        4.55541     
  3415.72        8.37479        4.55923     
  3419.49        8.38689        4.56305     
  3423.25        8.39893        4.56686     
  3426.99        8.41090        4.57066     
  3430.74        8.42288        4.57444     
  3434.44        8.43470        4.57817     
  3438.14        8.44652        4.58190     
  3441.84        8.45828        4.58558     
  3445.52        8.47000        4.58927     
  3449.22        8.48178        4.59302     
  3452.85        8.49328        4.59659     
  3456.49        8.50483        4.60022     
  3460.12        8.51634        4.60383     
  3463.75        8.52784        4.60746     
  3467.39        8.53938        4.61112     
  3470.99        8.55073        4.61467     
  3474.60        8.56214        4.61826     
  3478.21        8.57352        4.62185     
  3481.82        8.58486        4.62544     
  3485.42        8.59619        4.62902     
  3489.03        8.60752        4.63261     
  3492.75        8.61915        4.63637     
  3496.71        8.63140        4.64047     
  3500.15        8.64222        4.64385     
  3503.85        8.65370        4.64757     
  3507.45        8.66487        4.65114     
  3511.21        8.67647        4.65495     
  3539.07        8.79199        4.72958     
  3680.81        9.42591        5.15857     
  3684.48        9.43789        5.16279     
  3690.44        9.47581        5.19376     
  3694.25        9.48692        5.19705     
  3698.32        9.49842        5.20036     
  3107.63        6.56152        3.15511     
  3117.14        7.35536        4.22408     
  3122.72        7.37685        4.23097     
  3128.24        7.39790        4.23776     
  3133.70        7.41839        4.24442     
  3139.11        7.43870        4.25105     
  3144.47        7.45849        4.25754     
  3149.78        7.47801        4.26396     
  3155.04        7.49718        4.27029     
  3160.26        7.51599        4.27652     
  3165.43        7.53456        4.28268     
  3170.56        7.55282        4.28874     
  3175.65        7.57065        4.29467     
  3180.71        7.58858        4.30063     
  3185.72        7.60617        4.30648     
  3190.70        7.62363        4.31229     
  3195.65        7.64078        4.31800     
  3200.56        7.65777        4.32365     
  3205.43        7.67456        4.32923     
  3210.28        7.69123        4.33476     
  3215.08        7.70789        4.34031     
  3219.86        7.72420        4.34571     
  3224.61        7.74036        4.35107     
  3229.33        7.75638        4.35637     
  3234.02        7.77225        4.36162     
  3238.68        7.78806        4.36685     
  3243.31        7.80362        4.37197     
  3247.92        7.81913        4.37708     
  3252.49        7.83454        4.38216     
  3257.04        7.84979        4.38717     
  3261.56        7.86492        4.39213     
  3266.06        7.87996        4.39706     
  3270.53        7.89490        4.40196     
  3274.98        7.90972        4.40680     
  3279.40        7.92441        4.41159     
  3283.80        7.93900        4.41635     
  3288.16        7.95363        4.42114     
  3292.51        7.96801        4.42581     
  3296.84        7.98227        4.43043     
  3301.15        7.99648        4.43504     
  3305.43        8.01061        4.43961     
  3309.75        8.02511        4.44429     
  3314.03        8.03939        4.44891     
  3318.29        8.05365        4.45351     
  3322.55        8.06787        4.45810     
  3326.78        8.08198        4.46265     
  3330.98        8.09595        4.46715     
  3335.14        8.10970        4.47158     
  3339.30        8.12343        4.47599     
  3343.42        8.13701        4.48036     
  3347.53        8.15049        4.48468     
  3351.60        8.16386        4.48900     
  3355.68        8.17724        4.49328     
  3359.74        8.19062        4.49758     
  3363.76        8.20371        4.50177     
  3367.75        8.21672        4.50593     
  3371.74        8.22971        4.51008     
  3375.70        8.24258        4.51418     
  3379.65        8.25538        4.51827     
  3383.57        8.26810        4.52231     
  3387.48        8.28074        4.52633     
  3391.37        8.29331        4.53033     
  3395.26        8.30585        4.53432     
  3399.12        8.31831        4.53827     
  3402.96        8.33070        4.54221     
  3406.79        8.34300        4.54610     
  3410.60        8.35525        4.54997     
  3414.40        8.36744        4.55383     
  3418.18        8.37957        4.55767     
  3421.95        8.39164        4.56148     
  3425.70        8.40365        4.56527     
  3429.46        8.41567        4.56909     
  3433.16        8.42750        4.57283     
  3436.87        8.43935        4.57655     
  3440.57        8.45113        4.58025     
  3444.26        8.46288        4.58395     
  3447.94        8.47458        4.58763     
  3451.60        8.48622        4.59130     
  3455.25        8.49780        4.59493     
  3458.89        8.50934        4.59856     
  3462.52        8.52087        4.60220     
  3466.15        8.53235        4.60581     
  3469.78        8.54382        4.60943     
  3473.38        8.55521        4.61301     
  3477.00        8.56660        4.61661     
  3480.61        8.57797        4.62020     
  3484.22        8.58933        4.62379     
  3487.84        8.60069        4.62740     
  3491.46        8.61204        4.63102     
  3495.09        8.62338        4.63463     
  3498.78        8.63492        4.63836     
  3502.48        8.64643        4.64210     
  3506.15        8.65781        4.64577     
  3509.89        8.66940        4.64958     
  3513.71        8.68116        4.65349     
  3679.46        9.41882        5.15321     
  3683.16        9.43089        5.15749     
  3687.07        9.44355        5.16214     
  3692.59        9.47374        5.18481     
  3697.08        9.49165        5.19499     
  3106.12        6.55709        3.15244     
  3114.96        7.34392        4.21712     
  3120.57        7.36557        4.22406     
  3126.11        7.38684        4.23091     
  3131.60        7.40777        4.23769     
  3137.03        7.42813        4.24434     
  3142.41        7.44806        4.25088     
  3147.74        7.46769        4.25734     
  3153.02        7.48697        4.26371     
  3158.25        7.50586        4.26997     
  3163.45        7.52454        4.27617     
  3168.60        7.54289        4.28227     
  3173.71        7.56082        4.28824     
  3178.78        7.57879        4.29422     
  3183.81        7.59648        4.30012     
  3188.81        7.61407        4.30598     
  3193.77        7.63129        4.31172     
  3198.70        7.64827        4.31737     
  3203.59        7.66525        4.32302     
  3208.44        7.68197        4.32858     
  3213.27        7.69861        4.33412     
  3218.06        7.71498        4.33955     
  3222.83        7.73125        4.34495     
  3227.56        7.74724        4.35025     
  3232.26        7.76325        4.35555     
  3236.94        7.77901        4.36076     
  3241.58        7.79476        4.36597     
  3246.20        7.81033        4.37111     
  3250.79        7.82571        4.37617     
  3255.35        7.84101        4.38120     
  3259.89        7.85620        4.38618     
  3264.40        7.87129        4.39114     
  3268.88        7.88623        4.39603     
  3273.34        7.90115        4.40093     
  3277.77        7.91589        4.40574     
  3282.17        7.93067        4.41059     
  3286.57        7.94510        4.41527     
  3290.93        7.95950        4.41994     
  3295.26        7.97390        4.42464     
  3299.58        7.98814        4.42925     
  3303.87        8.00231        4.43384     
  3308.14        8.01638        4.43840     
  3312.48        8.03113        4.44316     
  3316.74        8.04528        4.44773     
  3321.00        8.05952        4.45233     
  3325.24        8.07366        4.45689     
  3329.46        8.08768        4.46141     
  3333.65        8.10160        4.46589     
  3337.81        8.11534        4.47032     
  3341.94        8.12893        4.47469     
  3346.06        8.14248        4.47904     
  3350.14        8.15594        4.48338     
  3354.22        8.16931        4.48767     
  3358.29        8.18267        4.49195     
  3362.31        8.19580        4.49615     
  3366.34        8.20899        4.50037     
  3370.33        8.22197        4.50453     
  3374.30        8.23489        4.50865     
  3378.25        8.24773        4.51275     
  3382.19        8.26048        4.51681     
  3386.11        8.27315        4.52084     
  3390.01        8.28575        4.52485     
  3393.89        8.29831        4.52884     
  3397.76        8.31080        4.53282     
  3401.61        8.32322        4.53676     
  3405.45        8.33557        4.54067     
  3409.27        8.34784        4.54455     
  3413.08        8.36006        4.54842     
  3416.87        8.37222        4.55227     
  3420.64        8.38433        4.55610     
  3424.41        8.39639        4.55990     
  3428.16        8.40842        4.56373     
  3431.88        8.42031        4.56749     
  3435.60        8.43215        4.57120     
  3439.30        8.44396        4.57491     
  3443.00        8.45576        4.57864     
  3446.68        8.46748        4.58233     
  3450.35        8.47915        4.58600     
  3454.01        8.49076        4.58965     
  3457.66        8.50233        4.59329     
  3461.30        8.51389        4.59693     
  3464.93        8.52540        4.60056     
  3468.55        8.53685        4.60416     
  3472.16        8.54825        4.60775     
  3475.78        8.55967        4.61136     
  3479.42        8.57113        4.61499     
  3483.03        8.58250        4.61859     
  3486.65        8.59389        4.62221     
