|6.6.6
dunite_hp02_2.tab                                                                                   
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          21
P(bar)         T(K)           Opx(HP)        Pl(h)          O(HP)          di             ru             sph            abL            diL            enL            anL            Sp(JR)         geik           ne             jd             Gt(HP)         ilm            ilm_nol        stv            ab            
  95458.2        2129.29        9.77351                 NaN   88.9728       0.237218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130290E-001            NaN  0.641469       0.361985                 NaN            NaN            NaN            NaN
  96973.2        2129.29        9.76540                 NaN   88.9747       0.231449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130327E-001            NaN  0.641494       0.373912                 NaN            NaN            NaN            NaN
  98488.3        2129.29        9.76178                 NaN   88.9762       0.228308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130362E-001            NaN  0.641516       0.379150                 NaN            NaN            NaN            NaN
  100003.        2129.29        9.75187                 NaN   88.9781       0.219693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130399E-001            NaN  0.641541       0.395769                 NaN            NaN            NaN            NaN
  101518.        2129.29        9.75083                 NaN   88.9794       0.216867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130434E-001            NaN  0.641562       0.398270                 NaN            NaN            NaN            NaN
  103033.        2129.29        9.74893                 NaN   88.9808       0.215342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130469E-001            NaN  0.641582       0.400270                 NaN            NaN            NaN            NaN
  104548.        2129.29        9.74358                 NaN   88.9823       0.211515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130504E-001            NaN  0.641603       0.407975                 NaN            NaN            NaN            NaN
  106064.        2129.29        9.73994                 NaN   88.9837       0.208104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130538E-001            NaN  0.641624       0.413580                 NaN            NaN            NaN            NaN
  107579.        2129.29        9.73674                 NaN   88.9852       0.203514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130572E-001            NaN  0.641646       0.419825                 NaN            NaN            NaN            NaN
  109094.        2129.29        9.73118                 NaN   88.9868       0.199461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130607E-001            NaN  0.641667       0.427829                 NaN            NaN            NaN            NaN
  110609.        2129.29        9.73111                 NaN   88.9879       0.198477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130640E-001            NaN  0.641685       0.427750                 NaN            NaN            NaN            NaN
  112124.        2129.29        9.72811                 NaN   88.9892       0.194524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130673E-001            NaN  0.641705       0.433379                 NaN            NaN            NaN            NaN
  113639.        2129.29        9.72601                 NaN   88.9905       0.191839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130706E-001            NaN  0.641725       0.436883                 NaN            NaN            NaN            NaN
  115154.        2129.29        9.72048                 NaN   88.9920       0.185128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130739E-001            NaN  0.641746       0.447554                 NaN            NaN            NaN            NaN
  116669.        2129.29        9.72026                 NaN   88.9931       0.183982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130772E-001            NaN  0.641764       0.447846                 NaN            NaN            NaN            NaN
  118184.        2129.29        9.71863                 NaN   88.9943       0.181793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130804E-001            NaN  0.641782       0.450457                 NaN            NaN            NaN            NaN
  119699.        2129.29        9.71538                 NaN   88.9957       0.177559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130836E-001            NaN  0.641802       0.456516                 NaN            NaN            NaN            NaN
  121214.        2129.29        9.71562                 NaN   88.9967       0.176187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130868E-001            NaN  0.641819       0.456597                 NaN            NaN            NaN            NaN
  122729.        2129.29        9.71406                 NaN   88.9979       0.172814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130899E-001            NaN  0.641837       0.460328                 NaN            NaN            NaN            NaN
  124244.        2129.29        9.71272                 NaN   88.9992       0.167021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130931E-001            NaN  0.641856       0.466126                 NaN            NaN            NaN            NaN
  125759.        2129.29        9.71038                 NaN   89.0003       0.166235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130962E-001            NaN  0.641874       0.468155                 NaN            NaN            NaN            NaN
  127274.        2129.29        9.71066                 NaN   89.0014       0.162852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130992E-001            NaN  0.641891       0.470102                 NaN            NaN            NaN            NaN
  128789.        2129.29        9.71124                 NaN   89.0024       0.160416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131023E-001            NaN  0.641908       0.470894                 NaN            NaN            NaN            NaN
  130304.        2129.29        9.71008                 NaN   89.0036       0.157177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131053E-001            NaN  0.641925       0.474126                 NaN            NaN            NaN            NaN
  131819.        2129.29        9.70726                 NaN   89.0048       0.153376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131083E-001            NaN  0.641943       0.479545                 NaN            NaN            NaN            NaN
  133334.        2129.29        9.70649                 NaN   89.0058       0.152188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131113E-001            NaN  0.641959       0.480498                 NaN            NaN            NaN            NaN
  134849.        2129.29        9.70481                 NaN   89.0068       0.149728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131143E-001            NaN  0.641976       0.483590                 NaN            NaN            NaN            NaN
  136365.        2129.29        9.70602                 NaN   89.0079       0.147147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131172E-001            NaN  0.641992       0.483827                 NaN            NaN            NaN            NaN
  137880.        2129.29        9.70710                 NaN   89.0088       0.145378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131201E-001            NaN  0.642008       0.483575                 NaN            NaN            NaN            NaN
  139395.        2129.29        9.70374                 NaN   89.0101       0.139847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131230E-001            NaN  0.642026       0.491193                 NaN            NaN            NaN            NaN
  140910.        2129.29        9.70406                 NaN   89.0110       0.139268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131259E-001            NaN  0.642041       0.490544                 NaN            NaN            NaN            NaN
  142425.        2129.29        9.70331                 NaN   89.0119       0.137567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131287E-001            NaN  0.642057       0.492023                 NaN            NaN            NaN            NaN
  143940.        2129.29        9.70458                 NaN   89.0129       0.134980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131316E-001            NaN  0.642072       0.492381                 NaN            NaN            NaN            NaN
  145455.        2129.29        9.70436                 NaN   89.0139       0.131412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131344E-001            NaN  0.642088       0.495139                 NaN            NaN            NaN            NaN
  146970.        2129.29        9.70483                 NaN   89.0148       0.129836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131372E-001            NaN  0.642103       0.495322                 NaN            NaN            NaN            NaN
  148485.        2129.29        9.70402                 NaN   89.0158       0.126362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131399E-001            NaN  0.642118       0.498568                 NaN            NaN            NaN            NaN
  150000.        2129.29        9.70479                 NaN   89.0167       0.124494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131427E-001            NaN  0.642133       0.498765                 NaN            NaN            NaN            NaN
  10.0000        2143.43                 NaN            NaN   87.1384                 NaN            NaN            NaN   1.10627       0.461091        11.1120                 NaN  0.169802       0.124355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        2143.43                 NaN            NaN   87.2044                 NaN            NaN            NaN   1.10307       0.459037        11.0510                 NaN  0.170036       0.124509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        2143.43                 NaN            NaN   87.2678                 NaN            NaN            NaN   1.09996       0.457056        10.9925                 NaN  0.170264       0.124659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        2143.43                 NaN            NaN   87.3286                 NaN            NaN            NaN   1.09693       0.455146        10.9364                 NaN  0.170485       0.124805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        2143.43                 NaN            NaN   87.3870                 NaN            NaN            NaN   1.09397       0.453301        10.8825                 NaN  0.170701       0.124946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        2143.43                 NaN            NaN   87.4433                 NaN            NaN            NaN   1.09110       0.451519        10.8307                 NaN  0.170912       0.125085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        2143.43                 NaN            NaN   87.4975                 NaN            NaN            NaN   1.08829       0.449795        10.7808                 NaN  0.171119       0.125219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        2143.43                 NaN            NaN   87.5497                 NaN            NaN            NaN   1.08555       0.448128        10.7328                 NaN  0.171320       0.125350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        2143.43                 NaN            NaN   87.6001                 NaN            NaN            NaN   1.08288       0.446514        10.6865                 NaN  0.171518       0.125478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        2143.43                 NaN            NaN   87.6487                 NaN            NaN            NaN   1.08028       0.444950        10.6418                 NaN  0.171710       0.125603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        2143.43                 NaN            NaN   87.6957                 NaN            NaN            NaN   1.07774       0.443434        10.5986                 NaN  0.171899       0.125726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        2143.43                 NaN            NaN   87.7412                 NaN            NaN            NaN   1.07526       0.441963        10.5569                 NaN  0.172084       0.125845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        2143.43                 NaN            NaN   87.7852                 NaN            NaN            NaN   1.07283       0.440536        10.5166                 NaN  0.172265       0.125962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        2143.43                 NaN            NaN   87.8278                 NaN            NaN            NaN   1.07047       0.439150        10.4776                 NaN  0.172443       0.126076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        2143.43                 NaN            NaN   87.8690                 NaN            NaN            NaN   1.06815       0.437804        10.4398                 NaN  0.172617       0.126188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        2143.43                 NaN            NaN   87.9090                 NaN            NaN            NaN   1.06589       0.436496        10.4032                 NaN  0.172788       0.126298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        2143.43                 NaN            NaN   87.9479                 NaN            NaN            NaN   1.06368       0.435223        10.3676                 NaN  0.172956       0.126405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        2143.43        2.03406                 NaN   88.3732                 NaN            NaN            NaN   1.06391       0.434964        8.08117                 NaN            NaN  0.126796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        2143.43        3.31706                 NaN   88.5426                 NaN  0.773250E-002            NaN   1.06320       0.434330        6.63504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        2143.43        6.61232                 NaN   88.8670                 NaN  0.776601E-002            NaN   1.06465       0.434591        3.01364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        2143.43        9.36935                 NaN   89.1230                 NaN  0.779346E-002            NaN   1.06531       0.434541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        2143.43        9.36756                 NaN   89.1284                 NaN  0.779855E-002            NaN   1.06296       0.433277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        2143.43        9.36594                 NaN   89.1335                 NaN  0.780358E-002            NaN   1.06067       0.432045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        2143.43        9.37699                 NaN   89.1209                 NaN            NaN            NaN   1.05844       0.430848                 NaN            NaN            NaN  0.128187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        2143.43        9.37536                 NaN   89.1259                 NaN            NaN            NaN   1.05625       0.429678                 NaN            NaN            NaN  0.128242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        2143.43        9.37352                 NaN   89.1310                 NaN            NaN            NaN   1.05411       0.428538                 NaN            NaN            NaN  0.128297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        2143.43        9.37196                 NaN   89.1358                 NaN            NaN            NaN   1.05201       0.427426                 NaN            NaN            NaN  0.128351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        2143.43        9.37004                 NaN   89.1408                 NaN            NaN            NaN   1.04996       0.426341                 NaN            NaN            NaN  0.128405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        2143.43        9.36863                 NaN   89.1453                 NaN            NaN            NaN   1.04795       0.425281                 NaN            NaN            NaN  0.128458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        2143.43        9.36700                 NaN   89.1499                 NaN            NaN            NaN   1.04598       0.424247                 NaN            NaN            NaN  0.128511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        2143.43        9.36549                 NaN   89.1544                 NaN            NaN            NaN   1.04405       0.423236                 NaN            NaN            NaN  0.128563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        2143.43        9.36379                 NaN   89.1589                 NaN            NaN            NaN   1.04217       0.422249                 NaN            NaN            NaN  0.128614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        2143.43        10.0455                 NaN   88.8991                 NaN            NaN  0.226040E-001            NaN  0.392535                 NaN            NaN            NaN            NaN            NaN  0.640312                 NaN            NaN            NaN            NaN            NaN
  50006.7        2143.43        10.0436                 NaN   88.9018                 NaN            NaN  0.226012E-001            NaN  0.391649                 NaN            NaN            NaN            NaN            NaN  0.640346                 NaN            NaN            NaN            NaN            NaN
  51521.7        2143.43        10.0445                 NaN   88.9281       0.364337                 NaN  0.226044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640551                 NaN            NaN            NaN            NaN            NaN
  53036.8        2143.43        10.0425                 NaN   88.9300       0.364334                 NaN  0.226014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640579                 NaN            NaN            NaN            NaN            NaN
  54551.8        2143.43        10.0407                 NaN   88.9317       0.364330                 NaN  0.225984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640607                 NaN            NaN            NaN            NaN            NaN
  56066.9        2143.43        10.0388                 NaN   88.9336       0.364327                 NaN  0.225955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640635                 NaN            NaN            NaN            NaN            NaN
  57581.9        2143.43        10.0371                 NaN   88.9354       0.364323                 NaN  0.225926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640662                 NaN            NaN            NaN            NaN            NaN
  59097.0        2143.43        10.0353                 NaN   88.9371       0.364320                 NaN  0.225898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640689                 NaN            NaN            NaN            NaN            NaN
  60612.0        2143.43        10.0335                 NaN   88.9389       0.364317                 NaN  0.225869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640716                 NaN            NaN            NaN            NaN            NaN
  62127.1        2143.43        10.0317                 NaN   88.9406       0.364314                 NaN  0.225841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640742                 NaN            NaN            NaN            NaN            NaN
  63642.1        2143.43        10.0300                 NaN   88.9245       0.391823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129428E-001            NaN  0.640771                 NaN            NaN            NaN            NaN            NaN
  65157.2        2143.43        10.0182                 NaN   88.9269       0.385795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129472E-001            NaN  0.640803       0.153475E-001            NaN            NaN            NaN            NaN
  66672.2        2143.43        9.99465                 NaN   88.9305       0.372813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129517E-001            NaN  0.640842       0.482327E-001            NaN            NaN            NaN            NaN
  68187.3        2143.43        9.97937                 NaN   88.9334       0.363057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129561E-001            NaN  0.640876       0.703756E-001            NaN            NaN            NaN            NaN
  69702.3        2143.43        9.96161                 NaN   88.9362       0.353396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129605E-001            NaN  0.640911       0.948769E-001            NaN            NaN            NaN            NaN
  71217.4        2143.43        9.94489                 NaN   88.9390       0.343351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129649E-001            NaN  0.640945       0.118803                 NaN            NaN            NaN            NaN
  72732.4        2143.43        9.92718                 NaN   88.9418       0.334565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129692E-001            NaN  0.640978       0.142506                 NaN            NaN            NaN            NaN
  74247.5        2143.43        9.91806                 NaN   88.9440       0.329095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129733E-001            NaN  0.641007       0.154825                 NaN            NaN            NaN            NaN
  75762.5        2143.43        9.90016                 NaN   88.9469       0.319503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129776E-001            NaN  0.641041       0.179398                 NaN            NaN            NaN            NaN
  77277.6        2143.43        9.88254                 NaN   88.9498       0.308904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129818E-001            NaN  0.641074       0.204734                 NaN            NaN            NaN            NaN
  78792.6        2143.43        9.86878                 NaN   88.9523       0.299785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129859E-001            NaN  0.641105       0.225016                 NaN            NaN            NaN            NaN
  80307.7        2143.43        9.85165                 NaN   88.9550       0.289353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129900E-001            NaN  0.641137       0.249909                 NaN            NaN            NaN            NaN
  81822.7        2143.43        9.84489                 NaN   88.9568       0.286168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129940E-001            NaN  0.641163       0.257983                 NaN            NaN            NaN            NaN
  83337.8        2143.43        9.83689                 NaN   88.9588       0.280989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129979E-001            NaN  0.641189       0.269169                 NaN            NaN            NaN            NaN
  84852.8        2143.43        9.82762                 NaN   88.9609       0.272934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130019E-001            NaN  0.641217       0.284333                 NaN            NaN            NaN            NaN
  86367.9        2143.43        9.81632                 NaN   88.9630       0.267333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130058E-001            NaN  0.641244       0.299064                 NaN            NaN            NaN            NaN
  87882.9        2143.43        9.80421                 NaN   88.9653       0.259423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130097E-001            NaN  0.641272       0.316765                 NaN            NaN            NaN            NaN
  89398.0        2143.43        9.80022                 NaN   88.9669       0.255926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130135E-001            NaN  0.641296       0.322607                 NaN            NaN            NaN            NaN
  90913.0        2143.43        9.79467                 NaN   88.9686       0.251268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130172E-001            NaN  0.641320       0.331127                 NaN            NaN            NaN            NaN
  92428.1        2143.43        9.78490                 NaN   88.9707       0.244614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130210E-001            NaN  0.641346       0.345463                 NaN            NaN            NaN            NaN
  93943.1        2143.43        9.77827                 NaN   88.9723       0.240509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130247E-001            NaN  0.641370       0.354559                 NaN            NaN            NaN            NaN
  95458.2        2143.43        9.76968                 NaN   88.9743       0.234164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130284E-001            NaN  0.641395       0.367478                 NaN            NaN            NaN            NaN
  96973.2        2143.43        9.76688                 NaN   88.9757       0.231939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130321E-001            NaN  0.641417       0.371047                 NaN            NaN            NaN            NaN
  98488.3        2143.43        9.76497                 NaN   88.9773       0.226835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130357E-001            NaN  0.641439       0.376469                 NaN            NaN            NaN            NaN
  100003.        2143.43        9.75651                 NaN   88.9790       0.222129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130393E-001            NaN  0.641462       0.387905                 NaN            NaN            NaN            NaN
  101518.        2143.43        9.75387                 NaN   88.9806       0.217289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130428E-001            NaN  0.641485       0.393763                 NaN            NaN            NaN            NaN
  103033.        2143.43        9.74600                 NaN   88.9821       0.213859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130463E-001            NaN  0.641507       0.403489                 NaN            NaN            NaN            NaN
  104548.        2143.43        9.74184                 NaN   88.9836       0.209702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130498E-001            NaN  0.641529       0.410284                 NaN            NaN            NaN            NaN
  106064.        2143.43        9.73841                 NaN   88.9850       0.205825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130533E-001            NaN  0.641549       0.416175                 NaN            NaN            NaN            NaN
  107579.        2143.43        9.73615                 NaN   88.9864       0.202906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130567E-001            NaN  0.641570       0.419925                 NaN            NaN            NaN            NaN
  109094.        2143.43        9.73421                 NaN   88.9877       0.200649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130601E-001            NaN  0.641589       0.422749                 NaN            NaN            NaN            NaN
  110609.        2143.43        9.72861                 NaN   88.9892       0.195421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130635E-001            NaN  0.641611       0.432049                 NaN            NaN            NaN            NaN
  112124.        2143.43        9.72701                 NaN   88.9905       0.192835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130668E-001            NaN  0.641630       0.434961                 NaN            NaN            NaN            NaN
  113639.        2143.43        9.72548                 NaN   88.9917       0.190458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130701E-001            NaN  0.641649       0.437655                 NaN            NaN            NaN            NaN
  115154.        2143.43        9.72178                 NaN   88.9931       0.185929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130734E-001            NaN  0.641669       0.444493                 NaN            NaN            NaN            NaN
  116669.        2143.43        9.71946                 NaN   88.9943       0.183297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130766E-001            NaN  0.641688       0.448175                 NaN            NaN            NaN            NaN
  118184.        2143.43        9.71741                 NaN   88.9956       0.179588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130799E-001            NaN  0.641707       0.452592                 NaN            NaN            NaN            NaN
  119699.        2143.43        9.71677                 NaN   88.9968       0.177338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130831E-001            NaN  0.641725       0.454333                 NaN            NaN            NaN            NaN
  121214.        2143.43        9.71582                 NaN   88.9979       0.174957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130862E-001            NaN  0.641743       0.456519                 NaN            NaN            NaN            NaN
  122729.        2143.43        9.71314                 NaN   88.9992       0.170371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130894E-001            NaN  0.641762       0.462474                 NaN            NaN            NaN            NaN
  124244.        2143.43        9.71323                 NaN   89.0001       0.170104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130925E-001            NaN  0.641779       0.461646                 NaN            NaN            NaN            NaN
  125759.        2143.43        9.71190                 NaN   89.0013       0.167078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130956E-001            NaN  0.641797       0.464858                 NaN            NaN            NaN            NaN
  127274.        2143.43        9.71047                 NaN   89.0024       0.164149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130987E-001            NaN  0.641814       0.468072                 NaN            NaN            NaN            NaN
  128789.        2143.43        9.70862                 NaN   89.0037       0.160135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131018E-001            NaN  0.641833       0.472609                 NaN            NaN            NaN            NaN
  130304.        2143.43        9.70836                 NaN   89.0047       0.157383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131048E-001            NaN  0.641850       0.474556                 NaN            NaN            NaN            NaN
  131819.        2143.43        9.70733                 NaN   89.0059       0.154027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131078E-001            NaN  0.641867       0.477780                 NaN            NaN            NaN            NaN
  133334.        2143.43        9.70836                 NaN   89.0068       0.152890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131108E-001            NaN  0.641883       0.476959                 NaN            NaN            NaN            NaN
  134849.        2143.43        9.70562                 NaN   89.0080       0.149418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131138E-001            NaN  0.641900       0.481956                 NaN            NaN            NaN            NaN
  136365.        2143.43        9.70507                 NaN   89.0091       0.145693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131167E-001            NaN  0.641917       0.485056                 NaN            NaN            NaN            NaN
  137880.        2143.43        9.70385                 NaN   89.0102       0.143675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131196E-001            NaN  0.641933       0.487257                 NaN            NaN            NaN            NaN
  139395.        2143.43        9.70472                 NaN   89.0112       0.139584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131225E-001            NaN  0.641950       0.489425                 NaN            NaN            NaN            NaN
  140910.        2143.43        9.70595                 NaN   89.0120       0.140086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131254E-001            NaN  0.641964       0.486869                 NaN            NaN            NaN            NaN
  142425.        2143.43        9.70385                 NaN   89.0131       0.136264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131283E-001            NaN  0.641981       0.491663                 NaN            NaN            NaN            NaN
  143940.        2143.43        9.70461                 NaN   89.0140       0.134692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131311E-001            NaN  0.641996       0.491554                 NaN            NaN            NaN            NaN
  145455.        2143.43        9.70383                 NaN   89.0151       0.129704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131339E-001            NaN  0.642013       0.496196                 NaN            NaN            NaN            NaN
  146970.        2143.43        9.70448                 NaN   89.0160       0.128680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131367E-001            NaN  0.642027       0.495692                 NaN            NaN            NaN            NaN
  148485.        2143.43        9.70367                 NaN   89.0170       0.125206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131395E-001            NaN  0.642043       0.498938                 NaN            NaN            NaN            NaN
  150000.        2143.43        9.70443                 NaN   89.0179       0.123338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131422E-001            NaN  0.642058       0.499135                 NaN            NaN            NaN            NaN
  10.0000        2157.58                 NaN            NaN   86.0983                 NaN            NaN            NaN            NaN  0.460726        12.6707                 NaN  0.169538       0.124168E-001  0.588336                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        2157.58                 NaN            NaN   87.1987                 NaN            NaN            NaN   1.10282       0.459278        11.0568                 NaN  0.169994       0.124488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        2157.58                 NaN            NaN   87.2622                 NaN            NaN            NaN   1.09970       0.457291        10.9981                 NaN  0.170223       0.124638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
